0,1,2,3,4,5,6,7
4.73262,3.9389138,7.237055,3.5839937,4.6124887,5.6478405,9.702992,7.8041673
5.3874288,5.675714,7.9967365,7.4388556,5.4813004,8.074669,6.381518,2.5988317
6.6712823,3.9804451,4.8801703,4.986455,9.015693,7.6641903,7.0096574,6.2898183
4.7848544,2.655281,7.01409,5.4761844,7.175812,5.805661,10.248475,2.9052603
3.4783309,6.1569004,7.7368402,6.910532,5.108975,3.9880521,6.14238,4.4606857
6.361024,6.1326866,6.9520593,6.614167,5.5349936,5.2553077,6.303617,2.8129556
4.8096113,4.0294337,7.2061048,3.5000618,4.5236,5.7558203,9.649101,7.696296
4.79484,2.7199295,6.9929066,5.5150504,7.1032615,5.682433,10.169147,2.8560987
7.8543577,3.1306715,3.290309,4.8309627,6.56085,5.5557866,6.646603,5.343455
7.691699,3.6793165,6.9121494,4.93234,6.307217,5.250338,4.609487,2.9970403
4.452485,5.2442193,5.8944354,6.495239,7.1437354,4.461831,5.204083,5.8793073
7.8636003,3.1526315,3.3398829,4.8020015,6.586086,5.580345,6.634587,5.311529
4.6814046,2.687758,7.0395484,5.4850826,7.1413374,5.7740717,10.257563,2.856173
4.6631684,4.026046,7.3171897,3.377356,4.5941734,5.693781,9.803565,7.9127116
3.4491043,6.1400294,7.635143,6.889497,5.301573,4.085712,6.1921954,4.5103726
4.717613,2.6764405,7.0564666,5.4501367,7.093282,5.765898,10.194478,2.8755376
4.6408243,4.845326,8.024815,5.0157676,6.2064743,3.9866998,6.1217923,5.8439536
2.0375333,4.788764,8.101093,6.4051137,5.1055436,3.8919327,5.8941483,2.859782
4.617711,4.842575,7.997565,5.0161595,6.177472,3.963105,6.1211057,5.8502307
5.297377,5.038462,5.777287,6.3396873,4.0219307,4.9255266,6.3567896,5.7588024
6.3909125,6.111871,6.953285,6.617194,5.54204,5.256696,6.2958145,2.8248348
7.8833303,3.1500459,3.301843,4.810692,6.5481777,5.542585,6.6211653,5.357262
4.609744,2.671763,6.9619193,5.359854,7.051313,5.805398,10.3458395,2.867182
6.905132,3.877042,4.4518747,4.3093233,4.5589614,5.1432858,9.734579,1.8129318
2.0193577,4.7792187,8.108171,6.400741,5.108131,3.8924282,5.8941483,2.859782
7.571632,3.8625019,4.435446,4.664895,4.409735,5.276412,10.245072,1.6877017
6.6553845,4.045736,5.038488,5.048483,8.988287,7.6355596,6.9981585,6.330646
5.2059655,5.083019,5.8279233,6.367439,4.050554,4.871598,6.3323374,5.765648
3.493203,6.0065904,7.529067,6.849364,5.20888,4.065024,6.211678,4.533278
6.1768174,3.2050905,6.1617126,4.9545603,4.8159766,5.389183,9.227943,5.4772153
4.351666,3.8610704,4.6294928,5.6008334,6.099511,5.490869,7.251384,5.2452917
1.9931154,4.789573,8.104741,6.380929,5.137743,3.886556,5.800714,2.860009
4.476021,3.8195574,4.811567,5.73287,6.0554824,5.4191217,7.2792144,5.2419415
1.988979,4.7420597,7.9222994,6.287436,4.996568,3.9415586,5.8367114,2.8945537
6.2028484,3.1652482,6.143782,4.9513807,4.792438,5.346466,9.228755,5.464008
7.452744,3.860117,4.3138814,4.6249924,4.5646515,5.214527,10.180036,1.6966175
6.640744,4.011252,4.981871,5.0500355,8.840063,7.6048236,6.955083,6.295174
4.7930994,4.8938713,5.257902,6.9598885,5.357961,4.2718105,4.5692606,2.9822469
6.381451,6.0988035,6.948322,6.5956745,5.5292416,5.244158,6.3200703,2.8177354
4.24592,5.215744,5.917005,6.456376,7.2093472,4.3925824,5.214413,5.833148
4.722144,3.9064026,7.2725534,3.586492,4.5935335,5.5540757,9.69118,7.62631
6.7289205,3.9905522,5.1568513,4.957955,9.00857,7.6934037,7.011849,6.388087
6.6478486,4.047868,5.0605903,5.0146155,9.012896,7.7161193,7.0438323,6.3739862
4.7690372,3.871727,7.1358614,3.428979,4.533286,5.6994534,9.625999,7.657397
7.8800006,3.1542501,3.2913203,4.804243,6.596027,5.567952,6.6691327,5.3168955
7.482968,3.8772137,4.276764,4.6373916,4.5850396,5.264697,10.353558,1.6426775
4.644227,4.89484,5.211341,6.8276086,5.340767,4.1556215,4.547177,3.0699885
6.7708206,4.029745,5.028545,5.0302787,8.976784,7.7829776,7.080203,6.3906407
6.150794,3.1655564,6.0162725,4.934309,4.7269087,5.3893633,9.236118,5.431219
4.750703,4.852328,5.301607,6.8597226,5.471217,4.1832485,4.620611,3.048492
4.4089866,3.8782833,4.718357,5.7045684,6.1024604,5.4050913,7.3050976,5.2163405
5.0160193,5.070504,5.770386,6.494447,4.1245956,4.8759303,6.3155785,5.6779323
6.610351,4.1087036,5.110136,5.0349655,9.018907,7.7495427,7.135279,6.367754
4.7317567,3.9627287,7.221876,3.4997516,4.5740886,5.673267,9.630654,7.6728578
4.8438973,2.8423603,6.937838,5.5351353,7.107648,5.906357,10.177063,2.9033155
4.7334404,2.6657403,6.848076,5.363462,7.086446,5.790541,10.1778965,2.923255
7.5516953,3.8279693,4.3074327,4.7168555,4.362097,5.2916245,10.367796,1.6064097
4.370963,3.8990169,4.758159,5.732932,6.1038976,5.3667746,7.299527,5.257147
2.024037,4.829035,8.149883,6.415472,5.2016745,3.9141653,5.984381,2.9089658
6.282251,3.2260814,6.1788177,4.9971976,4.840597,5.4128165,9.3228035,5.5645437
7.853202,3.139554,3.2920258,4.7770085,6.6310925,5.5976377,6.681623,5.304322
7.5301113,3.8804471,4.3004074,4.617318,4.538299,5.3026485,10.176838,1.7326275
7.4608903,3.8073268,4.2958474,4.618066,4.543398,5.253408,10.2805395,1.6525902
4.475776,3.9275246,4.817582,5.6925054,5.999939,5.3655057,7.235983,5.178282
6.721385,4.039751,5.132323,5.0747395,8.994373,7.834315,7.2954345,6.4061646
4.74303,4.80717,5.337222,6.962167,5.4301815,4.1685696,4.4991307,3.0590372
5.384841,5.6733837,7.9999876,7.4341054,5.4630766,8.074597,6.403583,2.6267483
3.5009007,6.1033006,7.6586666,6.9103203,5.3560266,4.1248946,6.2240243,4.574194
7.8545637,3.151752,3.2736182,4.7941585,6.556601,5.590226,6.6194496,5.2569504
7.683234,3.6801596,6.875065,4.883146,6.3141036,5.26776,4.614386,3.0544238
4.3549,3.9168887,4.843271,5.6762886,5.996351,5.451325,7.3196807,5.233941
3.44613,6.1330757,7.633965,6.9173393,5.22583,4.0694246,6.2655244,4.5233407
7.685398,3.6525197,6.8697386,4.849114,6.2776265,5.2152104,4.6142726,3.0043745
7.6908793,3.6824486,6.874919,4.9158173,6.318557,5.2659063,4.6136103,3.0151374
4.828708,4.848175,5.1967287,6.8412566,5.263691,4.1786747,4.375295,2.978988
7.6913533,3.6743057,6.880533,4.917708,6.3423834,5.2809477,4.6066337,3.034375
4.7161026,4.8376336,5.3261223,6.9509306,5.4248147,4.1387506,4.5365524,3.0669816
3.4961784,6.1053715,7.6517987,6.9330473,5.3038554,4.067255,6.2041583,4.521772
4.641852,4.84493,8.009463,5.016271,6.187552,4.009563,6.1259856,5.85939
4.749144,3.8939128,7.236399,3.6328087,4.603252,5.67606,9.70414,7.7247863
5.5596957,5.8096786,8.029275,7.4612656,5.3923335,8.108706,6.4911003,2.631507
6.2660537,3.2326975,6.221275,5.0390887,4.601554,5.5112805,9.428365,5.4794536
2.0355787,4.810654,8.040287,6.3087664,5.1799603,3.9393578,5.852496,2.9176822
4.7347426,3.8708534,7.0262494,3.3555298,4.4047995,5.6551294,9.792318,7.757672
6.173645,3.1340418,6.000249,4.8910446,4.882025,5.354814,9.102175,5.361519
6.277261,6.0818715,7.1085844,6.762383,5.658473,5.328672,6.443628,2.8461602
6.681163,4.067655,5.035563,5.0381618,9.00186,7.6595087,7.0261655,6.3254337
4.3811946,3.904695,4.6956873,5.6664457,6.2842393,5.460554,7.3486915,5.1552334
4.65073,4.8326917,8.032275,5.0189466,6.185623,3.9693258,6.107646,5.8484592
4.713481,4.8579054,5.331971,6.9423413,5.4313293,4.162402,4.515678,3.0603607
4.40451,3.8335607,4.694788,5.7530274,6.1064453,5.428735,7.3203735,5.197524
6.6826987,4.041523,5.0446286,5.037356,8.973387,7.673944,7.0517507,6.3179154
7.905372,3.1674712,3.2546353,4.8523407,6.532245,5.5623393,6.715916,5.365693
